1,2,3,4,5,6,7,8,9
0.0031,3,11,10,4.5502e+05,4.5083e+05,1.358e+05,25162,50213
0.0031,5,11,10,4.4848e+05,4.4707e+05,1.3629e+05,25188,50316
0.0031,7,11,10,4.5125e+05,4.5268e+05,1.3678e+05,25424,50787
0.0031,9,11,10,4.6496e+05,4.6928e+05,1.3726e+05,25950,51791
0.0031,11,11,10,6.5528e+05,6.6239e+05,1.3774e+05,26850,53491
0.0031,1,11,12.5,6.2437e+05,6.1766e+05,1.3524e+05,25309,50409
0.0031,3,11,12.5,4.5435e+05,4.5017e+05,1.358e+05,25125,50140
0.0031,5,11,12.5,4.4759e+05,4.4617e+05,1.3629e+05,25138,50215
0.0031,7,11,12.5,4.5061e+05,4.5204e+05,1.3678e+05,25388,50715
0.0031,9,11,12.5,4.6529e+05,4.6962e+05,1.3726e+05,25969,51828
0.0031,11,11,12.5,6.5833e+05,6.6547e+05,1.3774e+05,26975,53741
0.0031,1,11,15,6.2463e+05,6.1792e+05,1.3524e+05,25319,50430
0.0031,3,11,15,4.535e+05,4.4932e+05,1.358e+05,25078,50045
0.0031,5,11,15,4.4643e+05,4.4502e+05,1.3629e+05,25073,50085
0.0031,7,11,15,4.4976e+05,4.5118e+05,1.3678e+05,25340,50619
0.0031,9,11,15,4.6563e+05,4.6996e+05,1.3726e+05,25988,51865
0.0031,11,11,15,6.6201e+05,6.692e+05,1.3774e+05,27126,54043
0.0031,1,11,17.5,6.2496e+05,6.1825e+05,1.3524e+05,25333,50457
0.0031,3,11,17.5,4.5239e+05,4.4822e+05,1.358e+05,25016,49922
0.0031,5,11,17.5,4.4492e+05,4.4351e+05,1.3629e+05,24988,49915
0.0031,7,11,17.5,4.486e+05,4.5002e+05,1.3678e+05,25275,50489
0.0031,9,11,17.5,4.6595e+05,4.7028e+05,1.3726e+05,26006,51901
0.0031,11,11,17.5,6.6648e+05,6.7372e+05,1.3774e+05,27309,54410
0.0031,1,11,20,6.254e+05,6.1868e+05,1.3524e+05,25351,50492
0.0031,3,11,20,4.5283e+05,4.4866e+05,1.358e+05,25041,49971
0.0031,5,11,20,4.4291e+05,4.4151e+05,1.3629e+05,24875,49690
0.0031,7,11,20,4.4701e+05,4.4843e+05,1.3678e+05,25185,50310
0.0031,9,11,20,4.662e+05,4.7054e+05,1.3726e+05,26020,51930
0.0031,11,11,20,6.7193e+05,6.7923e+05,1.3774e+05,27533,54856
0.0031,1,11,22.5,6.2598e+05,6.1925e+05,1.3524e+05,25374,50539
0.0031,3,11,22.5,4.5541e+05,4.5122e+05,1.358e+05,25183,50257
0.0031,5,11,22.5,4.402e+05,4.3881e+05,1.3629e+05,24723,49386
0.0031,7,11,22.5,4.4481e+05,4.4622e+05,1.3678e+05,25061,50061
0.0031,9,11,22.5,4.6632e+05,4.7066e+05,1.3726e+05,26027,51943
0.0031,11,11,22.5,6.786e+05,6.8596e+05,1.3774e+05,27806,55402
0.0031,1,11,25,6.2675e+05,6.2002e+05,1.3524e+05,25406,50602
0.0031,3,11,25,4.6073e+05,4.5648e+05,1.358e+05,25477,50845
0.0031,5,11,25,4.3654e+05,4.3516e+05,1.3629e+05,24517,48974
0.0031,7,11,25,4.4171e+05,4.4311e+05,1.3678e+05,24887,49713
0.0031,9,11,25,4.6617e+05,4.7051e+05,1.3726e+05,26018,51926
0.0031,11,11,25,6.8672e+05,6.9418e+05,1.3774e+05,28139,56068
0.0031,1,11,27.5,6.2779e+05,6.2105e+05,1.3524e+05,25448,50687
0.0031,3,11,27.5,4.6974e+05,4.6541e+05,1.358e+05,25976,51841
0.0031,5,11,27.5,4.3155e+05,4.3019e+05,1.3629e+05,24237,48414
0.0031,7,11,27.5,4.3736e+05,4.3875e+05,1.3678e+05,24642,49223
0.0031,9,11,27.5,4.6553e+05,4.6986e+05,1.3726e+05,25982,51854
0.0031,11,11,27.5,6.9649e+05,7.0405e+05,1.3774e+05,28539,56869
0.0031,1,11,30,6.2918e+05,6.2242e+05,1.3524e+05,25504,50799
0.0031,3,11,30,4.7443e+05,4.7006e+05,1.358e+05,26235,52360
0.0031,5,11,30,4.2483e+05,4.2349e+05,1.3629e+05,23860,47659
0.0031,7,11,30,4.313e+05,4.3267e+05,1.3678e+05,24300,48540
0.0031,9,11,30,4.6403e+05,4.6834e+05,1.3726e+05,25898,51687
0.0031,11,11,30,7.0784e+05,7.1552e+05,1.3774e+05,29004,57798
0.0031,1,11,32.5,6.3095e+05,6.2418e+05,1.3524e+05,25576,50943
0.0031,3,11,32.5,4.8046e+05,4.7603e+05,1.358e+05,26569,53027
0.0031,5,11,32.5,4.1609e+05,4.1478e+05,1.3629e+05,23369,46677
0.0031,7,11,32.5,4.2313e+05,4.2447e+05,1.3678e+05,23840,47619
0.0031,9,11,32.5,4.6118e+05,4.6547e+05,1.3726e+05,25740,51369
0.0031,11,11,32.5,7.1998e+05,7.2779e+05,1.3774e+05,29501,58794
0.0031,1,11,35,6.3305e+05,6.2625e+05,1.3524e+05,25661,51113
0.0031,3,11,35,4.8762e+05,4.8312e+05,1.358e+05,26964,53818
0.0031,5,11,35,4.0557e+05,4.0429e+05,1.3629e+05,22778,45496
0.0031,7,11,35,4.1288e+05,4.1418e+05,1.3678e+05,23262,46463
0.0031,9,11,35,4.5646e+05,4.607e+05,1.3726e+05,25476,50842
0.0031,11,11,35,7.308e+05,7.3873e+05,1.3774e+05,29945,59680
0.0031,1,11,37.5,6.3515e+05,6.2833e+05,1.3524e+05,25746,51283
0.0031,3,11,37.5,4.9483e+05,4.9027e+05,1.358e+05,27363,54616
0.0031,5,11,37.5,4.0787e+05,4.0658e+05,1.3629e+05,22907,45754
0.0031,7,11,37.5,4.0172e+05,4.0299e+05,1.3678e+05,22633,45206
0.0031,9,11,37.5,4.4971e+05,4.5389e+05,1.3726e+05,25099,50088
0.0031,11,11,37.5,7.3644e+05,7.4443e+05,1.3774e+05,30176,60143
0.0031,1,11,40,6.3666e+05,6.2982e+05,1.3524e+05,25807,51405
0.0031,3,11,40,5.001e+05,4.9549e+05,1.358e+05,27655,55199
0.0031,5,11,40,4.3534e+05,4.3396e+05,1.3629e+05,24450,48840
0.0031,7,11,40,3.9234e+05,3.9359e+05,1.3678e+05,22105,44150
0.0031,9,11,40,4.4181e+05,4.4592e+05,1.3726e+05,24659,49207
0.0031,11,11,40,7.3272e+05,7.4067e+05,1.3774e+05,30023,59838
0.0031,1,11,42.5,6.3705e+05,6.3021e+05,1.3524e+05,25823,51437
0.0031,3,11,42.5,5.0159e+05,4.9697e+05,1.358e+05,27737,55364
0.0031,5,11,42.5,4.7067e+05,4.6918e+05,1.3629e+05,26434,52808
0.0031,7,11,42.5,3.8767e+05,3.889e+05,1.3678e+05,21842,43623
0.0031,9,11,42.5,4.3469e+05,4.3873e+05,1.3726e+05,24261,48412
0.0031,11,11,42.5,7.1869e+05,7.2649e+05,1.3774e+05,29449,58688
0.0031,1,11,45,6.3629e+05,6.2946e+05,1.3524e+05,25792,51376
0.0031,3,11,45,4.9917e+05,4.9457e+05,1.358e+05,27603,55096
0.0031,5,11,45,5.0472e+05,5.0313e+05,1.3629e+05,28347,56633
0.0031,7,11,45,3.8856e+05,3.8979e+05,1.3678e+05,21892,43723
0.0031,9,11,45,4.3003e+05,4.3403e+05,1.3726e+05,24001,47892
0.0031,11,11,45,6.9843e+05,7.0601e+05,1.3774e+05,28618,57028
0.0031,1,11,47.5,6.3485e+05,6.2803e+05,1.3524e+05,25734,51259
0.0031,3,11,47.5,4.9437e+05,4.8982e+05,1.358e+05,27338,54565
0.0031,5,11,47.5,5.0466e+05,5.0307e+05,1.3629e+05,28344,56627
0.0031,7,11,47.5,3.9334e+05,3.9459e+05,1.3678e+05,22161,44262
0.0031,9,11,47.5,4.2814e+05,4.3213e+05,1.3726e+05,23896,47681
0.0031,11,11,47.5,6.7777e+05,6.8513e+05,1.3774e+05,27772,55335
0.0031,1,11,50,6.3323e+05,6.2643e+05,1.3524e+05,25668,51127
0.0031,3,11,50,4.8893e+05,4.8442e+05,1.358e+05,27037,53963
0.0031,5,11,50,4.9705e+05,4.9548e+05,1.3629e+05,27916,55771
0.0031,7,11,50,3.9971e+05,4.0098e+05,1.3678e+05,22520,44980
0.0031,9,11,50,4.2828e+05,4.3226e+05,1.3726e+05,23903,47696
0.0031,11,11,50,6.6036e+05,6.6753e+05,1.3774e+05,27058,53908
0.0031,1,12,0,6.2417e+05,6.1797e+05,1.3524e+05,23185,46158
0.0031,3,12,0,4.5754e+05,4.5342e+05,1.358e+05,23150,46183
0.0031,5,12,0,4.5107e+05,4.4928e+05,1.3629e+05,23182,46298
0.0031,7,12,0,4.5127e+05,4.5187e+05,1.3678e+05,23316,46576
0.0031,9,12,0,4.5898e+05,4.62e+05,1.3726e+05,23588,47090
0.0031,11,12,0,4.7505e+05,4.8049e+05,1.3774e+05,24036,47913
0.0031,1,12,2.5,6.241e+05,6.179e+05,1.3524e+05,23183,46154
0.0031,3,12,2.5,4.5727e+05,4.5316e+05,1.358e+05,23137,46155
0.0031,5,12,2.5,4.507e+05,4.4891e+05,1.3629e+05,23163,46259
0.0031,7,12,2.5,4.5096e+05,4.5157e+05,1.3678e+05,23300,46544
0.0031,9,12,2.5,4.5899e+05,4.6201e+05,1.3726e+05,23589,47091
0.0031,11,12,2.5,4.7571e+05,4.8116e+05,1.3774e+05,24070,47979
0.0031,1,12,5,6.2412e+05,6.1792e+05,1.3524e+05,23183,46155
0.0031,3,12,5,4.5695e+05,4.5283e+05,1.358e+05,23120,46123
0.0031,5,12,5,4.5024e+05,4.4845e+05,1.3629e+05,23139,46213
0.0031,7,12,5,4.5059e+05,4.5119e+05,1.3678e+05,23280,46505
0.0031,9,12,5,4.5899e+05,4.6201e+05,1.3726e+05,23589,47090
0.0031,11,12,5,4.7649e+05,4.8195e+05,1.3774e+05,24109,48059
0.0031,1,12,7.5,6.2434e+05,6.1814e+05,1.3524e+05,23192,46171
0.0031,3,12,7.5,4.5655e+05,4.5244e+05,1.358e+05,23100,46082
0.0031,5,12,7.5,4.4968e+05,4.479e+05,1.3629e+05,23111,46155
0.0031,7,12,7.5,4.5012e+05,4.5072e+05,1.3678e+05,23256,46457
0.0031,9,12,7.5,4.5897e+05,4.6199e+05,1.3726e+05,23588,47088
0.0031,11,12,7.5,4.7741e+05,4.8288e+05,1.3774e+05,24156,48152
0.0031,1,12,10,6.246e+05,6.1839e+05,1.3524e+05,23201,46190
0.0031,3,12,10,4.5605e+05,4.5195e+05,1.358e+05,23075,46032
0.0031,5,12,10,4.4899e+05,4.4721e+05,1.3629e+05,23075,46084
0.0031,7,12,10,4.4952e+05,4.5012e+05,1.3678e+05,23225,46395
0.0031,9,12,10,4.5891e+05,4.6193e+05,1.3726e+05,23585,47083
0.0031,11,12,10,4.785e+05,4.8398e+05,1.3774e+05,24211,48262
0.0031,1,12,12.5,6.2478e+05,6.1857e+05,1.3524e+05,23208,46204
0.0031,3,12,12.5,4.5543e+05,4.5133e+05,1.358e+05,23044,45969
0.0031,5,12,12.5,4.481e+05,4.4632e+05,1.3629e+05,23029,45993
0.0031,7,12,12.5,4.4876e+05,4.4935e+05,1.3678e+05,23186,46316
0.0031,9,12,12.5,4.588e+05,4.6182e+05,1.3726e+05,23579,47071
0.0031,11,12,12.5,4.7979e+05,4.8529e+05,1.3774e+05,24276,48393
0.0031,1,12,15,6.2502e+05,6.1881e+05,1.3524e+05,23217,46222
0.0031,3,12,15,4.5463e+05,4.5054e+05,1.358e+05,23003,45888
0.0031,5,12,15,4.4696e+05,4.4519e+05,1.3629e+05,22971,45876
0.0031,7,12,15,4.4774e+05,4.4834e+05,1.3678e+05,23133,46211
0.0031,9,12,15,4.5859e+05,4.6161e+05,1.3726e+05,23568,47050
0.0031,11,12,15,4.8131e+05,4.8682e+05,1.3774e+05,24353,48547
0.0031,1,12,17.5,6.2533e+05,6.1911e+05,1.3524e+05,23228,46244
0.0031,3,12,17.5,4.5424e+05,4.5015e+05,1.358e+05,22983,45848
0.0031,5,12,17.5,4.4548e+05,4.4371e+05,1.3629e+05,22894,45723
0.0031,7,12,17.5,4.464e+05,4.4699e+05,1.3678e+05,23064,46072
0.0031,9,12,17.5,4.5823e+05,4.6125e+05,1.3726e+05,23550,47013
0.0031,11,12,17.5,4.8311e+05,4.8864e+05,1.3774e+05,24444,48729
0.0031,1,12,20,6.2573e+05,6.1951e+05,1.3524e+05,23243,46274
0.0031,3,12,20,4.5592e+05,4.5182e+05,1.358e+05,23069,46019
0.0031,5,12,20,4.4351e+05,4.4175e+05,1.3629e+05,22793,45520
0.0031,7,12,20,4.4457e+05,4.4516e+05,1.3678e+05,22970,45883
0.0031,9,12,20,4.5764e+05,4.6065e+05,1.3726e+05,23520,46952
0.0031,11,12,20,4.8523e+05,4.9079e+05,1.3774e+05,24552,48944
0.0031,1,12,22.5,6.2626e+05,6.2003e+05,1.3524e+05,23263,46314
0.0031,3,12,22.5,4.5962e+05,4.5549e+05,1.358e+05,23256,46393
0.0031,5,12,22.5,4.4087e+05,4.3911e+05,1.3629e+05,22657,45249
0.0031,7,12,22.5,4.4207e+05,4.4266e+05,1.3678e+05,22840,45625
0.0031,9,12,22.5,4.5668e+05,4.5969e+05,1.3726e+05,23470,46854
0.0031,11,12,22.5,4.8773e+05,4.9331e+05,1.3774e+05,24678,49196
0.0031,1,12,25,6.2697e+05,6.2074e+05,1.3524e+05,23289,46367
0.0031,3,12,25,4.6661e+05,4.6241e+05,1.358e+05,23609,47101
0.0031,5,12,25,4.3729e+05,4.3556e+05,1.3629e+05,22474,44881
0.0031,7,12,25,4.3862e+05,4.3921e+05,1.3678e+05,22662,45269
0.0031,9,12,25,4.5516e+05,4.5815e+05,1.3726e+05,23392,46697
0.0031,11,12,25,4.9061e+05,4.9623e+05,1.3774e+05,24823,49487
0.0031,1,12,27.5,6.2793e+05,6.2169e+05,1.3524e+05,23325,46438
0.0031,3,12,27.5,4.6989e+05,4.6566e+05,1.358e+05,23775,47433
0.0031,5,12,27.5,4.3244e+05,4.3073e+05,1.3629e+05,22225,44383
0.0031,7,12,27.5,4.3383e+05,4.3441e+05,1.3678e+05,22415,44774
0.0031,9,12,27.5,4.5277e+05,4.5575e+05,1.3726e+05,23269,46452
0.0031,11,12,27.5,4.9382e+05,4.9948e+05,1.3774e+05,24986,49813
0.0031,1,12,30,6.292e+05,6.2295e+05,1.3524e+05,23372,46532
0.0031,3,12,30,4.7426e+05,4.7e+05,1.358e+05,23997,47875
0.0031,5,12,30,4.2593e+05,4.2424e+05,1.3629e+05,21890,43714
0.0031,7,12,30,4.2726e+05,4.2783e+05,1.3678e+05,22075,44095
0.0031,9,12,30,4.4912e+05,4.5207e+05,1.3726e+05,23081,46076
0.0031,11,12,30,4.9716e+05,5.0286e+05,1.3774e+05,25155,50150
0.0031,1,12,32.5,6.3083e+05,6.2456e+05,1.3524e+05,23432,46653
0.0031,3,12,32.5,4.7988e+05,4.7556e+05,1.358e+05,24281,48443
0.0031,5,12,32.5,4.1749e+05,4.1583e+05,1.3629e+05,21456,42846
0.0031,7,12,32.5,4.1852e+05,4.1908e+05,1.3678e+05,21624,43192
0.0031,9,12,32.5,4.4372e+05,4.4664e+05,1.3726e+05,22804,45521
0.0031,11,12,32.5,5.0007e+05,5.058e+05,1.3774e+05,25302,50445
0.0031,1,12,35,6.3275e+05,6.2646e+05,1.3524e+05,23504,46796
0.0031,3,12,35,4.8653e+05,4.8215e+05,1.358e+05,24617,49117
0.0031,5,12,35,4.237e+05,4.2202e+05,1.3629e+05,21775,43485
0.0031,7,12,35,4.0775e+05,4.0829e+05,1.3678e+05,21067,42078
0.0031,9,12,35,4.3631e+05,4.3918e+05,1.3726e+05,22423,44759
0.0031,11,12,35,5.015e+05,5.0725e+05,1.3774e+05,25375,50590
0.0031,1,12,37.5,6.3468e+05,6.2837e+05,1.3524e+05,23575,46939
0.0031,3,12,37.5,4.9323e+05,4.8879e+05,1.358e+05,24956,49795
0.0031,5,12,37.5,4.4854e+05,4.4676e+05,1.3629e+05,23052,46038
0.0031,7,12,37.5,3.9627e+05,3.968e+05,1.3678e+05,20474,40892
0.0031,9,12,37.5,4.2734e+05,4.3015e+05,1.3726e+05,21962,43837
0.0031,11,12,37.5,4.9997e+05,5.057e+05,1.3774e+05,25297,50435
0.0031,1,12,40,6.3606e+05,6.2974e+05,1.3524e+05,23627,47042
0.0031,3,12,40,4.9812e+05,4.9363e+05,1.358e+05,25203,50289
0.0031,5,12,40,4.8516e+05,4.8324e+05,1.3629e+05,24934,49802
0.0031,7,12,40,3.8697e+05,3.8749e+05,1.3678e+05,19994,39932
0.0031,9,12,40,4.1855e+05,4.2131e+05,1.3726e+05,21511,42935
0.0031,11,12,40,4.9442e+05,5.0008e+05,1.3774e+05,25016,49873
0.0031,1,12,42.5,6.3642e+05,6.301e+05,1.3524e+05,23640,47069
0.0031,3,12,42.5,4.9948e+05,4.9498e+05,1.358e+05,25272,50426
